Key,KO,EN,JA
heroes.ar_valanos.routes.destro.variantDesc,"공격 시 {value}% 확률로 대상 폭발.",When attacking, {value}% chance to cause the target to explode.,攻撃時、{value}%の確率で対象を爆発させる。
heroes.ar_valanos.routes.destro.variantName,"점화",Ignite,発火
heroes.ar_valanos.routes.manavampire.name,"마나흡혈귀",Mana Vampire,マナヴァンパイア
heroes.ar_valanos.routes.manavampire.variantDesc,"공격 시 {value}% 확률로 대상 2초 침묵.",When attacking, {value}% chance to silence the target for 2s.,攻撃時、{value}%の確率で対象を2秒間沈黙させる。
heroes.ar_valanos.routes.manavampire.variantName,"피의 갈망",Mana Thirst,血の渇望
heroes.ar_valanos.skills.arcane_nova.desc,"모든 적에게 ATK×5 비전 폭발",Deals ATK x 5 Arcane explosion to all enemies.,すべての敵に攻撃力 x 5の秘術爆発。
heroes.ar_valanos.skills.arcane_nova.name,"비전 대폭발",Arcane Nova,秘術の大爆発
heroes.ar_valanos.skills.arcane_torrent.desc,"전체 적 3초 침묵 + ATK×3 피해",Silences all enemies for 3s + deals ATK x 3 damage.,すべての敵を3秒間沈黙 + 攻撃力 x 3のダメージ。
heroes.ar_valanos.skills.arcane_torrent.name,"비전 급류",Arcane Torrent,秘術の急流
heroes.ar_valanos.skills.blood_tap.desc,"패시브: 자신 ATK +40%, HP -15%",Passive: Own Attack Power +40%, HP -15%.,パッシブ：自身の攻撃力 +40%、HP-15%。
heroes.ar_valanos.skills.blood_tap.name,"피의 탭",Blood Tap,ブラッドタップ
heroes.ar_valanos.skills.chaos_bolt.desc,"방어 무시 강력한 한방 ATK×15",A powerful ATK x 15 strike that ignores Defense.,防御無視の強力な一撃 攻撃力 x 15。
heroes.ar_valanos.skills.chaos_bolt.name,"혼돈의 화살",Chaos Bolt,カオスボルト
heroes.ar_valanos.skills.conflagrate.desc,"제물 대상을 폭발시켜 ATK×6 피해",Explodes an immolated target for ATK x 6 damage.,生け贄の対象を爆発させ、攻撃力 x 6のダメージを与える。
heroes.ar_valanos.skills.conflagrate.name,"점화 폭발",Conflagrate,発火爆発
heroes.ar_valanos.skills.flame_pillar.desc,"지정 위치에 거대 불기둥 생성 ATK×8",Creates a massive Pillar of Fire at the target location for ATK x 8 damage.,指定位置に巨大な火柱を生成 攻撃力 x 8。
heroes.ar_valanos.skills.flame_pillar.name,"불기둥",Flame Pillar,火柱
heroes.ar_valanos.skills.flame_strike.desc,"타겟 주위 100px ATK×6 화염 폭발",ATK x 6 Fire explosion within 100px of target.,ターゲット周囲100pxに攻撃力 x 6の火炎爆発。
heroes.ar_valanos.skills.flame_strike.name,"화염 강타",Flamestrike,火炎強打
heroes.ar_valanos.skills.immolate.desc,"대상에게 15초간 지속 화염 피해",Deals Continuous fire damage to the target for 15s.,対象に15秒間持続的な火炎ダメージ。
heroes.ar_valanos.skills.immolate.name,"제물",Immolate,イモレート
heroes.ar_valanos.skills.incinerate.desc,"화염 화살 발사 ATK×3.5",Fires a flame arrow for ATK x 3.5 damage.,火炎の矢を発射 攻撃力 x 3.5。
heroes.ar_valanos.skills.incinerate.name,"소각",Incinerate,焼却
heroes.ar_valanos.skills.mana_burn.desc,"단일 ATK×5 비전 + 50% 흡혈",Deals ATK x 5 Arcane damage + 50% Life Steal to a single target.,単体に攻撃力 x 5の秘術ダメージ + 50%吸血。
heroes.ar_valanos.skills.mana_burn.name,"마나 소각",Mana Burn,マナバーン
heroes.ar_valanos.skills.phoenix.desc,"불사조 소환 (30초, 원딜, 공격 시 화상)",Summon a Phoenix (30s, Ranged, Burn on attack).,不死鳥を召喚（30秒、遠距離、攻撃時に火傷）。
heroes.ar_valanos.skills.phoenix.name,"불사조 소환",Summon Phoenix,不死鳥召喚
heroes.ar_valanos.skills.polymorph.desc,"적 1명을 8초간 양으로 변이",Polymorphs one enemy into a sheep for 8s.,敵1体を8秒間羊に変異させる。
heroes.ar_valanos.skills.polymorph.name,"변이",Polymorph,ポリモーフ
heroes.ar_valanos.skills.rain_of_fire.desc,"지정 위치에 화염 우박 투하",Rains down fire at the target location.,指定位置に火の雨を降らせる。
heroes.ar_valanos.skills.rain_of_fire.name,"불의 비",Rain of Fire,火の雨
heroes.ar_valanos.skills.sunwell_surge.desc,"모든 적 ATK×8 + 전체 아군 ATK×3 힐",Deals ATK x 8 damage to all enemies and heals all allies for ATK x 3.,すべての敵に攻撃力 x 8のダメージ + 味方全体を攻撃力 x 3回復。
heroes.ar_valanos.skills.sunwell_surge.name,"태양샘 분출",Sunwell Surge,太陽の泉の噴出
heroes.ar_valanos.skills.void_bolt.desc,"단일 ATK×4 + 2초 공격속도 -50%",Deals ATK x 4 damage and reduces Attack Speed by 50% for 2s.,単体に攻撃力 x 4のダメージ + 2秒間攻撃速度 -50%。
heroes.ar_valanos.skills.void_bolt.name,"공허 화살",Void Bolt,ヴォイドボルト
heroes.ar_valanos.summons.phoenix.name,"불사조",Phoenix,不死鳥
heroes.arthur.lore,"왕실 근위대 방패 전사.","Shield warrior of the Royal Guard.","王室近衛隊の盾戦士。"
heroes.arthur.name,"아서",Arthur,アーサー
heroes.arthur.routes.protection.name,"방어",Protection,防御
heroes.arthur.routes.protection.variantDesc,"받는 물리 피해 {value}% 감소.",Reduces incoming physical damage by {value}%.,受ける物理ダメージを{value}%減少させる。
heroes.arthur.routes.protection.variantName,"방패 막기",Shield Block,盾ガード
heroes.arthur.skills.knights_oath.desc,"주변 아군 방어력 +15",Adds +15 Defense to nearby allies.,周囲の味方の防御力 +15。
heroes.arthur.skills.knights_oath.name,"기사의 맹세",Knight's Oath,騎士の誓い
heroes.arthur.skills.last_stand.desc,"자신 대형 방어막+주변 아군 소형 방어막",Large Shield for self + Small Shield for nearby allies.,自身に大型シールド + 周囲の味方に小型シールド。
heroes.arthur.skills.last_stand.name,"최후의 저항",Last Stand,最後の抵抗
heroes.arthur.skills.shield_slam.desc,"방패 강타",Shield Slam.,シールドスラム。
heroes.arthur.skills.shield_slam.name,"방패 밀쳐내기",Shield Slam,シールドスラム
heroes.arthur.skills.shield_wall.desc,"전체 아군 방어막+자신 강화",Shields for all allies + self Strengthening.,味方全体にシールド + 自身強化。
heroes.arthur.skills.shield_wall.name,"방어막 장벽",Shield Wall,シールドウォール
heroes.baine.lore,"대지모신의 가호를 받는 전사.","A warrior who receives the protection of the Earthmother.","大地母神の加護を受ける戦士。"
heroes.baine.name,"바인",Baine,ベイン
heroes.baine.routes.arms.name,"무기",Arms,武器
heroes.baine.routes.arms.variantDesc,"공격력 {value}% 증가.",Attack Power Increase {value}%.,攻撃力 {value}%増加。
heroes.baine.routes.arms.variantName,"대지의 힘",Earth's Strength,大地の力
heroes.baine.skills.avatar.desc,"거대화 버프",Giant Form buff.,巨大化バフ。
heroes.baine.skills.avatar.name,"투신",Avatar,闘神
heroes.baine.skills.slam.desc,"강력한 강타",A powerful strike.,強力な強打。
heroes.baine.skills.slam.name,"격돌",Slam,叩きつけ
heroes.baine.skills.war_stomp.desc,"광역 기절",AoE Stun.,広域スタン。
heroes.baine.skills.war_stomp.name,"전투 발구르기",War Stomp,ウォー・ストンプ
heroes.benedict.lore,"신실한 믿음의 인간 사제.","A human priest of faithful belief.","誠実な信仰を持つ人間の司祭。"
heroes.benedict.name,"베네딕트",Benedict,ベネディクト
heroes.benedict.routes.holy.name,"신성",Holy,神聖
heroes.benedict.routes.holy.variantDesc,"힐량 {value}% 증가.",Heal amount Increase {value}%.,回復量 {value}%増加。
heroes.benedict.routes.holy.variantName,"신성한 치유",Holy Healing,神聖なる癒し
heroes.benedict.skills.guardian_spirit.desc,"아군 10초 HoT+힐증폭",10s Continuous healing + Heal amplification for an ally.,味方に10秒間の持続回復 + 回復増幅。
heroes.benedict.skills.guardian_spirit.name,"수호 정령",Guardian Spirit,守護精霊
heroes.benedict.skills.heal.desc,"단일 힐",Single target Heal.,単体回復。
heroes.benedict.skills.heal.name,"치유",Heal,ヒール
heroes.benedict.skills.holy_word_serenity.desc,"대량 힐",Massive Heal.,大量回復。
heroes.benedict.skills.holy_word_serenity.name,"빛의 평온",Holy Word: Serenity,聖なる言葉：平穏
heroes.benedict.skills.renew.desc,"단일 HoT",Single target Continuous healing.,単体持続回復。
heroes.benedict.skills.renew.name,"소생",Renew,ソ生
heroes.chen.lore,"전설적인 양조사.","A legendary brewmaster.","伝説的な醸造師。"
heroes.chen.name,"첸",Chen,チェン
heroes.chen.routes.brewmaster.name,"양조",Brewmaster,醸造
heroes.chen.routes.brewmaster.variantDesc,"회피율 {value}% 증가.",Evasion rate Increase {value}%.,回避率 {value}%増加。
heroes.chen.routes.brewmaster.variantName,"교묘한 투사",Elusive Brawler,巧妙な闘士
heroes.chen.skills.beer_waterfall.desc,"주변 적 이동속도 40% 감소",Reduces nearby enemies' Movement Speed by 40%.,周囲の敵の移動速度を40%減少させる。
heroes.chen.skills.beer_waterfall.name,"맥주 폭포",Beer Waterfall,ビールの滝
heroes.chen.skills.breath_of_fire.desc,"화염 피해",Fire Damage.,火炎ダメージ。
heroes.chen.skills.breath_of_fire.name,"불의 숨결",Breath of Fire,火の息
heroes.chen.skills.invoke_niuzao.desc,"전체 아군 방어막+자신 피감",Shields for all allies + Damage reduction for self.,味方全体にシールド + 自身の被ダメージ減少。
heroes.chen.skills.invoke_niuzao.name,"우요 소환",Invoke Niuzao,牛王召喚
heroes.chen.skills.stagger.desc,"받는 피해의 50%를 10초에 걸쳐 나눔",Splits 50% of incoming damage over 10s.,受けるダメージの50%を10秒間かけて分散させる。
heroes.chen.skills.stagger.name,"시간차",Stagger,時間差
heroes.chen.skills.storm_earth_fire.desc,"3방향 동시 폭발 ATK×4",Explosion in 3 directions for ATK x 4.,3方向への同時爆発 攻撃力 x 4。
heroes.chen.skills.storm_earth_fire.name,"폭풍, 대지, 불",Storm, Earth, and Fire,ストーム、アース、ファイア
heroes.cheondung_garam.lore,"황금 도시의 고위 주술사. 폭풍을 부른다.","High shaman of the Golden City. Calls upon the storm.","黄金都市の高位呪術師。嵐を呼ぶ。"
heroes.cheondung_garam.name,"천둥가람",Cheondung Garam,チョンドゥン・ガラム
heroes.cheondung_garam.routes.elemental.name,"정기술사",Elemental,元素
heroes.cheondung_garam.routes.elemental.variantDesc,"번개 스킬 {value}% 확률 2회 발동.",Lightning skills have a {value}% chance to trigger twice.,雷スキルが{value}%の確率で2回発動する。
heroes.cheondung_garam.routes.elemental.variantName,"번개 과부하",Lightning Overload,雷過負荷
heroes.cheondung_garam.routes.restoration.name,"복원술사",Restoration,復元
heroes.cheondung_garam.routes.restoration.variantDesc,"힐 시 {value}% 확률로 주변 소량 힐.",When healing, {value}% chance to Heal nearby allies for a small amount.,回復時、{value}%の確率で周囲を少量回復する。
heroes.cheondung_garam.routes.restoration.variantName,"조류의 역류",Tidal Waves,潮流の逆流
heroes.cheondung_garam.skills.chain_heal.desc,"연쇄 힐",Chain Heal.,"連鎖回復"
heroes.cheondung_garam.skills.chain_heal.name,"연쇄 치유",Chain Heal,連鎖癒し
heroes.cheondung_garam.skills.earth_elemental.desc,"탱커 정령 소환",Summons a Tank Elemental.,タンク精霊を召喚。
heroes.cheondung_garam.skills.earth_elemental.name,"대지 정령",Earth Elemental,大地の精霊
heroes.cheondung_garam.skills.earth_shield.desc,"피격 힐 버프",Buff that Heals when hit.,被弾時に回復するバフ。
heroes.cheondung_garam.skills.earth_shield.name,"대지 방패",Earth Shield,大地の盾
heroes.cheondung_garam.skills.earthquake.desc,"광역 슬로우+피해",AoE Slow + Damage.,広域スロウ+ダメージ。
heroes.cheondung_garam.skills.earthquake.name,"지진",Earthquake,地震
heroes.cheondung_garam.skills.healing_wave.desc,"강력 단일 힐",Powerful single target Heal.,強力な単体回復。
heroes.cheondung_garam.skills.healing_wave.name,"치유의 파동",Healing Wave,癒しの波動
heroes.cheondung_garam.skills.lightning_bolt.desc,"연쇄 번개 공격",Chain Lightning attack.,連鎖雷攻撃。
heroes.cheondung_garam.skills.lightning_bolt.name,"번개 화살",Lightning Bolt,雷の矢
heroes.cheondung_garam.skills.lightning_storm.desc,"전체 광역 폭격",AoE bombardment to all enemies.,全体広域爆撃。
heroes.cheondung_garam.skills.lightning_storm.name,"번개 폭풍",Lightning Storm,雷雨
heroes.cheondung_garam.skills.thunderstorm.desc,"부채꼴 광역",Frontal cone AoE.,扇形広域攻撃。
heroes.cheondung_garam.skills.thunderstorm.name,"천둥 폭풍",Thunderstorm,雷鳴の嵐
heroes.cheondung_garam.summons.earth_elemental.name,"대지 정령",Earth Elemental,大地の精霊
heroes.crow.lore,"그림자 속의 늑대 암살자.","A wolf assassin in the shadows.","影の中の狼暗殺者。"
heroes.crow.name,"크로우",Crow,クロウ
heroes.crow.routes.combat.name,"전투",Combat,戦闘
heroes.crow.routes.combat.variantDesc,"기력 회복 {value}% 증가.",Energy Restore Increase {value}%.,気力回復 {value}%増加。
heroes.crow.routes.combat.variantName,"아드레날린",Adrenaline Rush,アドレナリン
heroes.crow.skills.eviscerate.desc,"마무리",Finishing move.,とどめの一撃。
heroes.crow.skills.eviscerate.name,"절개",Eviscerate,切開
heroes.crow.skills.killing_spree.desc,"연속 공격",Successive attacks.,連続攻撃。
heroes.crow.skills.killing_spree.name,"살육의 희열",Killing Spree,殺戮の喜び
heroes.crow.skills.sinister_strike.desc,"연계 점수",Generates Combo points.,コンボポイント生成。
heroes.crow.skills.sinister_strike.name,"사악한 일격",Sinister Strike,邪悪な一撃
heroes.daulgard.lore,"타락했다가 명예를 되찾은 오크 죽음의 기사. 칠흑의 기사단의 힘을 빌려 언데드 군단을 부리거나, 냉기와 피의 마력을 다룬다.","An Orc Death Knight who was corrupted but regained his honor. Commands the undead legion with the power of the Ebon Blade or handles frost and blood magic.","堕落したが名誉を取り戻したオークのデスナイト。黒衣の騎士団の力を借りてアンデッド軍団を操るか、冷気と血の魔力を扱う。"
heroes.daulgard.name,"다울가르",Daulgard,ダウルガード
heroes.daulgard.routes.blood.name,"혈기",Blood,血気
heroes.daulgard.routes.blood.variantDesc,"피해량 {value}%만큼 자신의 HP를 흡수합니다.",Absorbs HP equal to {value}% of damage dealt.,与えたダメージの {value}%分、自身のHPを吸収する。
heroes.daulgard.routes.blood.variantName,"피의 결속",Blood Bond,血の結束
heroes.daulgard.routes.frost.name,"냉기",Frost,冷気
heroes.daulgard.routes.frost.variantDesc,"냉기 공격 시 {value}% 확률로 대상 2초 빙결.",Frost attacks have a {value}% chance to freeze the target for 2s.,冷気攻撃時、{value}%の確率で対象を2秒間氷結させる。
heroes.daulgard.routes.frost.variantName,"냉기의 가피",Frost's Grace,冷気の加護
heroes.daulgard.routes.unholy.name,"부정",Unholy,不浄
heroes.daulgard.routes.unholy.variantDesc,"소환수 능력치 {value}% 증가.",Increase summon stats by {value}%.,召喚獣の能力値が {value}%増加。
heroes.daulgard.routes.unholy.variantName,"언데드 군단",Undead Legion,アンデッド軍団
heroes.daulgard.skills.army.desc,"25초마다 9마리의 군단 구울을 즉시 소환합니다.",Immediately summons 9 Legion Ghouls every 25s.,25秒ごとに9体の軍団グールを即座に召喚する。
